time,pid,x,y,z
1493735052012,SA0297,-0.0113,-0.0023,0.0077
1493735052056,SA0297,-0.0063,-0.0101,-0.0151
1493735052102,SA0297,0.003,-0.0013,-0.0198
1493735052145,SA0297,0.0043,-0.0135,-0.024
1493735052192,SA0297,0.0033,-0.0023,-0.0108
1493735052236,SA0297,0.0063,-0.0081,-0.0152
1493735052281,SA0297,0.0017,-0.0032,-0.0157
1493735052327,SA0297,0.0013,-0.0078,0.0099
1493735052373,SA0297,-0.0066,-0.0037,0.0194
1493735052417,SA0297,-0.0024,-0.0015,0.0091
1493735052462,SA0297,0.0022,-0.01,0.0017
1493735052507,SA0297,0.0012,-0.004,-0.0053
1493735052552,SA0297,0.0037,-0.0003,-0.0166
1493735052597,SA0297,-0.005,0.0015,-0.013
1493735052648,SA0297,-0.0065,-0.0036,0.0023
1493735052692,SA0297,-0.0083,0.0008,0.0064
1493735052737,SA0297,-0.004,0.0005,0.0093
1493735052782,SA0297,-0.0012,0.0055,0.0002
1493735052827,SA0297,-0.0019,0.0001,-0.0065
1493735052872,SA0297,-0.0025,-0.0048,-0.0019
1493735052917,SA0297,0.0017,-0.0055,-0.0023
1493735052961,SA0297,-0.0002,-0.0019,0.0005
1493735053007,SA0297,0.0,0.0012,0.0051
1493735053053,SA0297,-0.0018,-0.0039,0.0026
1493735053097,SA0297,-0.0036,-0.0051,-0.0005
1493735053142,SA0297,0.0027,-0.005,0.001
1493735053187,SA0297,0.0015,-0.0045,0.002
1493735053232,SA0297,0.0013,-0.0019,0.0019
1493735053277,SA0297,-0.0065,0.0025,0.0055
1493735053321,SA0297,-0.0021,-0.0016,0.0002
1493735053367,SA0297,-0.0012,-0.0024,-0.0057
1493735053413,SA0297,-0.003,0.0017,-0.0034
1493735053460,SA0297,-0.0012,-0.0092,0.0059
1493735053502,SA0297,-0.0037,-0.0019,-0.0036
1493735053547,SA0297,-0.0013,-0.0015,-0.0045
1493735053592,SA0297,0.0084,-0.0017,-0.018000000000000002
1493735053641,SA0297,0.0001,-0.0018,-0.0112
1493735053687,SA0297,-0.0035,-0.001,-0.0064
1493735053732,SA0297,-0.0004,0.0012,-0.0036
1493735053779,SA0297,0.0003,-0.0056,0.0032
1493735053822,SA0297,-0.0029,-0.005,0.0025
1493735053867,SA0297,-0.0016,-0.0028,0.0009
1493735053912,SA0297,-0.0039,0.0038,-0.014
1493735053958,SA0297,-0.0004,0.0008,-0.0197
1493735054001,SA0297,0.0048,-0.0028,0.0079
1493735054047,SA0297,-0.0042,-0.0055,0.0037
1493735054092,SA0297,-0.0064,-0.0008,0.0051
1493735054137,SA0297,0.0038,-0.0061,0.0013
1493735054182,SA0297,-0.0049,-0.0013,-0.0017
1493735054227,SA0297,0.0013,-0.0026,-0.0022
1493735054273,SA0297,-0.0015,0.0009,-0.0014
1493735054317,SA0297,-0.0031,0.0019,0.001
1493735054361,SA0297,-0.0029,-0.0034,0.0036
1493735054408,SA0297,0.0025,-0.0031,-0.0025
1493735054453,SA0297,0.0017,-0.0022,-0.0074
1493735054497,SA0297,0.0022,-0.0061,-0.0076
1493735054542,SA0297,-0.0014,0.0,-0.0043
1493735054587,SA0297,-0.0028,0.0051,0.0028
1493735054638,SA0297,-0.0045,-0.0002,0.0038
1493735054681,SA0297,-0.0033,-0.0015,-0.003
1493735054727,SA0297,0.0006,-0.0059,-0.0012
1493735054772,SA0297,0.0004,-0.0023,-0.0007
1493735054817,SA0297,-0.0101,0.0062,0.0089
1493735054862,SA0297,-0.0052,0.0063,0.0095
1493735054907,SA0297,0.0076,-0.0098,-0.0064
1493735054953,SA0297,0.0018,-0.0042,-0.0126
1493735054998,SA0297,0.004,0.0009,-0.0151
1493735055044,SA0297,0.0024,0.0016,-0.0068
1493735055087,SA0297,0.0001,-0.0125,0.0005
1493735055132,SA0297,-0.0045,-0.0021,0.0026
1493735055177,SA0297,0.0024,-0.0012,-0.0029
1493735055223,SA0297,0.001,-0.0022,-0.0081
1493735055268,SA0297,-0.004,-0.005,-0.0157
1493735055313,SA0297,-0.0019,-0.0075,0.0034
1493735055358,SA0297,-0.0038,-0.0052,0.006999999999999999
1493735055403,SA0297,0.0039,-0.004,-0.0019
1493735055448,SA0297,-0.0044,0.0033,-0.0014
1493735055493,SA0297,-0.0013,-0.0003,-0.0023
1493735055537,SA0297,-0.0007,-0.0031,0.0018
1493735055583,SA0297,-0.0027,0.0014,-0.0005
1493735055633,SA0297,0.0019,0.0,-0.0045
1493735055678,SA0297,-0.0019,0.0014,-0.0041
1493735055723,SA0297,0.0034,-0.0047,-0.0056
1493735055768,SA0297,-0.0015,-0.0012,-0.0031
1493735055813,SA0297,-0.0042,0.0032,-0.0016
1493735055857,SA0297,-0.0033,0.003,0.0001
1493735055903,SA0297,-0.0106,0.0003,-0.0034
1493735055948,SA0297,-0.0076,0.0038,0.0236
1493735055993,SA0297,0.0021,-0.009000000000000001,0.0003
1493735056040,SA0297,-0.0028,-0.0032,-0.0023
1493735056083,SA0297,0.0,0.0041,-0.0045
1493735056128,SA0297,0.0025,0.0041,0.0003
1493735056173,SA0297,0.0015,-0.0049,-0.0026
1493735056217,SA0297,-0.0019,-0.0032,-0.0007
1493735056263,SA0297,0.0039,-0.0036,-0.0007
1493735056308,SA0297,-0.0012,-0.0048,-0.0024
1493735056353,SA0297,0.0002,-0.0036,-0.0039
1493735056398,SA0297,-0.0024,0.0003,0.0026
1493735056443,SA0297,-0.002,0.0022,-0.0026
1493735056489,SA0297,-0.0037,0.001,0.0005
1493735056533,SA0297,-0.0009,-0.0083,0.003
1493735056577,SA0297,-0.0016,-0.0047,-0.0039
1493735056628,SA0297,-0.0012,0.0038,-0.0044
1493735056673,SA0297,0.0037,0.0005,-0.003
1493735056718,SA0297,0.0037,-0.0032,-0.0083
1493735056763,SA0297,-0.0006,-0.0057,0.0006
1493735056808,SA0297,-0.0005,-0.0081,0.0041
1493735056853,SA0297,-0.0027,0.0041,0.0002
1493735056897,SA0297,0.0033,-0.006,-0.004
1493735056943,SA0297,-0.0,-0.0002,-0.0045
1493735056989,SA0297,-0.0013,0.003,0.0053
1493735057033,SA0297,0.0027,-0.0049,0.0007
1493735057078,SA0297,-0.0017,-0.0018,-0.0134
1493735057123,SA0297,-0.0005,0.0001,-0.0105
1493735057168,SA0297,0.0022,-0.0012,-0.0018
1493735057213,SA0297,-0.0044,0.0017,0.0023
1493735057257,SA0297,-0.0019,0.0001,0.0038
1493735057303,SA0297,-0.0058,-0.0006,-0.0041
1493735057348,SA0297,-0.0023,-0.0009,-0.0014
1493735057393,SA0297,0.0065,-0.009000000000000001,-0.0003
1493735057438,SA0297,-0.0033,-0.0016,0.0068
1493735057483,SA0297,0.0073,0.0025,0.0052
1493735057529,SA0297,0.0054,-0.0123,0.0
1493735057573,SA0297,-0.0036,-0.0099,-0.0129
1493735057619,SA0297,-0.0066,0.0114,-0.0144
1493735057669,SA0297,-0.0,0.0145,-0.002
1493735057713,SA0297,0.0036,-0.0201,0.0054
1493735057759,SA0297,-0.0061,-0.0221,0.0073
1493735057803,SA0297,-0.0001,0.0118,-0.0004
1493735057849,SA0297,0.0001,0.0116,-0.0032
1493735057894,SA0297,0.0019,-0.006999999999999999,-0.0036
1493735057941,SA0297,0.0009,-0.0092,-0.0105
1493735057984,SA0297,0.004,-0.0057,-0.0014
1493735058029,SA0297,-0.001,0.0013,0.0063
1493735058073,SA0297,-0.0028,0.0052,0.0042
1493735058119,SA0297,-0.0009,0.0001,-0.0123
1493735058164,SA0297,-0.0022,-0.0062,-0.0148
1493735058209,SA0297,-0.0026,-0.0042,-0.0109
1493735058254,SA0297,0.0017,0.0064,0.0007
1493735058299,SA0297,0.0057,0.0015,0.0099
1493735058344,SA0297,-0.0002,-0.0052,0.0074
1493735058389,SA0297,0.0046,-0.0022,-0.0021
1493735058433,SA0297,-0.0033,-0.003,-0.0041
1493735058479,SA0297,-0.0047,-0.0018,-0.0038
1493735058524,SA0297,-0.0026,0.0022,0.0007
1493735058569,SA0297,-0.0014,-0.0009,0.0034
1493735058614,SA0297,-0.0015,0.0041,0.0066
1493735058676,SA0297,-0.0014,-0.0053,0.019
1493735058709,SA0297,-0.0046,0.0013,-0.0018
1493735058753,SA0297,0.0,-0.0009,-0.0193
1493735058799,SA0297,0.0076,-0.0118,-0.0163
1493735058845,SA0297,0.005,0.0005,-0.0041
1493735058889,SA0297,0.0009,-0.0034,0.0057
1493735058934,SA0297,-0.0009,-0.005,0.0049
1493735058979,SA0297,-0.0032,0.0027,0.0005
1493735059024,SA0297,-0.0013,-0.0004,-0.0128
1493735059069,SA0297,0.0113,-0.0084,-0.0057
1493735059113,SA0297,0.0043,-0.0039,0.0099
1493735059159,SA0297,-0.0021,-0.0042,0.0042
1493735059204,SA0297,0.0007,0.004,-0.0084
1493735059249,SA0297,-0.0005,0.0025,-0.011
1493735059294,SA0297,-0.0033,-0.0004,-0.0023
1493735059339,SA0297,0.0023,-0.0013,0.0033
1493735059384,SA0297,-0.0029,-0.0007,0.0044
1493735059429,SA0297,-0.0001,-0.0008,0.0046
1493735059475,SA0297,-0.0009,-0.0004,0.0028
1493735059519,SA0297,-0.0023,-0.0008,0.0005
1493735059576,SA0297,-0.0053,0.0026,-0.009000000000000001
1493735059609,SA0297,0.0071,-0.0044,-0.0186
1493735059659,SA0297,-0.005,-0.0017,-0.0026
1493735059704,SA0297,0.0015,0.0011,0.0052
1493735059749,SA0297,-0.0066,0.0071,0.012
1493735059795,SA0297,0.0048,-0.0074,-0.0005
1493735059839,SA0297,-0.0059,-0.0023,-0.0043
1493735059884,SA0297,0.0035,0.0008,-0.0062
1493735059929,SA0297,0.0016,0.0009,-0.0051
1493735059974,SA0297,0.0017,-0.0022,-0.0045
1493735060019,SA0297,0.0003,-0.015,0.0129
1493735060064,SA0297,-0.0016,-0.0051,0.0178
1493735060109,SA0297,0.0039,0.0004,-0.0055
1493735060153,SA0297,0.0009,0.0003,-0.0137
1493735060200,SA0297,0.0029,-0.0065,-0.0102
1493735060244,SA0297,0.0028,-0.0019,-0.0128
1493735060289,SA0297,0.0012,-0.0048,-0.0052
1493735060335,SA0297,-0.0033,0.0004,0.0115
1493735060379,SA0297,0.0006,-0.0009,0.0149
1493735060424,SA0297,-0.0022,-0.0037,-0.0027
1493735060470,SA0297,-0.0009,-0.0005,-0.0096
1493735060513,SA0297,-0.0001,-0.0002,-0.0017
1493735060561,SA0297,0.0001,-0.0013,0.003
1493735060605,SA0297,-0.0009,-0.0008,0.0081
1493735060649,SA0297,0.0001,-0.0002,-0.0042
1493735060695,SA0297,0.0044,-0.0024,-0.0135
1493735060740,SA0297,0.0043,0.0035,-0.012
1493735060785,SA0297,-0.0018,0.003,-0.0007
1493735060830,SA0297,-0.0005,0.0021,0.0033
1493735060875,SA0297,-0.0036,-0.0033,0.0074
1493735060920,SA0297,0.0012,-0.0057,-0.0021
1493735060965,SA0297,0.0026,-0.0024,-0.0075
1493735061009,SA0297,0.0015,-0.0004,-0.0003
1493735061054,SA0297,0.0004,-0.0005,0.0002
1493735061100,SA0297,-0.0009,-0.0043,0.001
1493735061145,SA0297,0.0035,-0.0065,-0.0026
1493735061190,SA0297,0.0016,0.0025,-0.0081
1493735061235,SA0297,0.0014,-0.0002,-0.0031
1493735061280,SA0297,0.0006,0.0003,0.0011
1493735061328,SA0297,-0.0006,-0.0037,0.0032
1493735061369,SA0297,0.0021,-0.0021,-0.0024
1493735061416,SA0297,0.0012,-0.0044,0.0004
1493735061462,SA0297,-0.0004,0.0014,-0.0029
1493735061505,SA0297,0.0014,0.0006,-0.0009
1493735061550,SA0297,0.001,-0.0047,0.0017
1493735061595,SA0297,0.0026,-0.0023,-0.002
1493735061645,SA0297,-0.0001,-0.002,-0.0051
1493735061689,SA0297,0.0016,-0.0061,0.0006
1493735061736,SA0297,-0.0045,0.0003,-0.0054
1493735061783,SA0297,0.001,-0.0016,-0.004
1493735061825,SA0297,-0.0008,-0.0022,0.0015
1493735061870,SA0297,-0.0005,-0.0005,-0.0003
1493735061916,SA0297,0.001,-0.0013,-0.0048
1493735061960,SA0297,0.0001,0.001,-0.0083
1493735062005,SA0297,0.001,-0.0029,0.0032
1493735062049,SA0297,0.0003,0.0013,-0.0168
1493735062096,SA0297,-0.0018,-0.0037,0.0086
1493735062140,SA0297,-0.0053,-0.0047,0.0377
1493735062185,SA0297,0.0063,0.0098,0.0049
1493735062230,SA0297,-0.0096,-0.0015,0.0126
1493735062275,SA0297,-0.0226,0.012,-0.0012
1493735062320,SA0297,0.0158,0.0032,-0.006
1493735062365,SA0297,0.0024,0.011,-0.0298
1493735062409,SA0297,0.0141,-0.0061,-0.0501
1493735062455,SA0297,0.0245,0.0114,0.0733
1493735062500,SA0297,0.0045,-0.0128,-0.0129
1493735062547,SA0297,0.0017,-0.0105,-0.0282
1493735062591,SA0297,0.0146,-0.011,0.0144
1493735062641,SA0297,-0.0073,0.0005,0.0117
1493735062685,SA0297,-0.0,0.0036,0.0101
1493735062731,SA0297,-0.003,0.0012,0.0235
1493735062775,SA0297,0.0015,-0.0063,-0.0048
1493735062820,SA0297,0.0034,-0.0006,-0.0142
1493735062865,SA0297,0.0152,-0.0044,-0.0069
1493735062911,SA0297,0.0111,-0.0001,-0.0074
1493735062955,SA0297,-0.0032,-0.0038,-0.0175
1493735063001,SA0297,0.0002,0.0076,-0.0071
1493735063045,SA0297,-0.0021,-0.001,0.012
1493735063091,SA0297,-0.0072,-0.0034,0.0254
1493735063135,SA0297,-0.0074,0.0126,0.0325
1493735063180,SA0297,0.0094,0.0001,0.0065
1493735063225,SA0297,0.0023,-0.0054,-0.0119
1493735063272,SA0297,0.013,-0.0036,-0.0048
1493735063315,SA0297,-0.0009,-0.0046,-0.0053
1493735063364,SA0297,0.0085,-0.0066,-0.0077
1493735063405,SA0297,-0.0045,-0.0061,0.0018
1493735063449,SA0297,-0.002,-0.0019,0.0085
1493735063496,SA0297,-0.0053,0.0022,-0.0022
1493735063541,SA0297,0.0,-0.001,-0.0085
1493735063585,SA0297,-0.0002,0.0009,-0.0025
1493735063631,SA0297,-0.0009,-0.0055,0.0017
1493735063677,SA0297,0.0043,-0.0037,-0.0052
1493735063721,SA0297,-0.002,0.0018,0.0046
1493735063766,SA0297,-0.0048,-0.0,0.0136
1493735063812,SA0297,-0.0007,0.0026,-0.005
1493735063856,SA0297,-0.0026,0.0201,-0.0279
1493735063901,SA0297,0.003,0.0015,0.0063
1493735063945,SA0297,-0.0321,0.0082,0.0388
1493735063991,SA0297,0.0024,-0.0006,0.0027
1493735064035,SA0297,0.0058,-0.0017,0.0019
1493735064081,SA0297,0.0232,-0.0102,-0.0305
1493735064125,SA0297,0.0108,-0.003,-0.0182
1493735064171,SA0297,0.0238,-0.0099,-0.0291
1493735064216,SA0297,-0.003,0.0043,0.0186
1493735064261,SA0297,-0.0118,-0.0291,0.0313
1493735064305,SA0297,-0.0011,0.0005,-0.0016
1493735064351,SA0297,0.0162,-0.0236,-0.001
1493735064396,SA0297,0.0137,-0.0125,0.0066
1493735064441,SA0297,-0.0064,-0.0033,-0.0036
1493735064486,SA0297,-0.0112,0.0066,-0.0048
1493735064531,SA0297,-0.0057,0.0023,0.0075
1493735064672,SA0297,0.0006,-0.0036,0.0096
1493735064716,SA0297,-0.0187,0.0023,0.0303
1493735064761,SA0297,-0.0067,-0.0042,0.0208
1493735064809,SA0297,0.0013,0.0048,0.0156
1493735064851,SA0297,0.0025,-0.0111,-0.0089
1493735064896,SA0297,0.0081,-0.0018,-0.0274
1493735064941,SA0297,0.006,-0.0028,-0.0127
1493735064985,SA0297,0.0016,0.0011,0.0086
1493735065031,SA0297,0.0029,-0.0048,-0.0096
1493735065075,SA0297,-0.0005,0.0012,-0.0138
1493735065121,SA0297,-0.0013,0.0059,-0.0085
1493735065166,SA0297,0.0013,0.0025,0.0005
1493735065213,SA0297,-0.0006,-0.0049,0.0038
1493735065256,SA0297,0.0025,-0.0091,0.0106
1493735065301,SA0297,-0.0032,-0.0002,0.0048
1493735065345,SA0297,0.0097,0.0003,-0.0088
1493735065391,SA0297,0.0065,0.0072,-0.0035
1493735065436,SA0297,-0.0015,-0.0024,-0.005
1493735065481,SA0297,-0.009000000000000001,-0.003,-0.0073
1493735065526,SA0297,0.0005,0.0016,-0.003
1493735065571,SA0297,-0.0051,0.005,0.003
1493735065616,SA0297,0.003,0.0,0.0161
1493735065665,SA0297,-0.0044,-0.0017,0.019
1493735065712,SA0297,-0.0006,0.0087,-0.0115
1493735065756,SA0297,0.0166,-0.0072,-0.0191
1493735065801,SA0297,-0.002,-0.0043,-0.0039
1493735065846,SA0297,0.0151,-0.0103,0.0101
1493735065892,SA0297,-0.0028,-0.0114,-0.0032
1493735065936,SA0297,-0.0186,0.0063,0.0228
1493735065982,SA0297,-0.0126,0.0015,0.0058
1493735066025,SA0297,0.0005,-0.0007,-0.0074
1493735066071,SA0297,0.0025,-0.0027,-0.0095
1493735066116,SA0297,-0.0001,-0.0057,-0.0056
1493735066161,SA0297,-0.0021,0.0013,-0.0097
1493735066207,SA0297,0.0042,-0.003,-0.0026
1493735066251,SA0297,-0.0039,-0.0056,0.0081
1493735066296,SA0297,-0.0067,-0.0011,0.0138
1493735066342,SA0297,-0.0025,-0.0005,0.0126
1493735066385,SA0297,-0.0,0.001,-0.0031
1493735066431,SA0297,0.0033,-0.0047,-0.01
1493735066477,SA0297,-0.001,-0.0025,-0.0131
1493735066521,SA0297,0.0053,-0.0037,-0.0079
1493735066566,SA0297,0.0007,-0.0024,0.0078
1493735066612,SA0297,-0.0017,-0.0047,0.0026
1493735066662,SA0297,-0.0019,0.0041,0.0011
1493735066707,SA0297,-0.0002,-0.0047,0.0039
1493735066752,SA0297,0.0006,-0.004,-0.0012
1493735066796,SA0297,0.0008,-0.003,-0.0058
1493735066841,SA0297,0.0005,-0.0028,0.0
1493735066886,SA0297,0.0006,-0.0022,0.0003
1493735066932,SA0297,0.0005,-0.0025,0.0007
1493735066977,SA0297,0.0019,-0.0035,0.0017
1493735067022,SA0297,-0.003,-0.0017,0.0
1493735067065,SA0297,0.0005,-0.0033,-0.0048
1493735067112,SA0297,-0.0001,-0.0031,-0.0024
1493735067156,SA0297,-0.0009,-0.0013,0.005
1493735067201,SA0297,0.0022,-0.0017,0.0
1493735067247,SA0297,0.001,-0.0026,-0.0047
1493735067292,SA0297,0.0016,-0.0018,0.0004
1493735067337,SA0297,0.0037,-0.0055,-0.009000000000000001
1493735067382,SA0297,-0.0003,0.0012,-0.0213
1493735067428,SA0297,0.0081,0.0028,-0.0146
1493735067472,SA0297,0.0016,-0.0037,-0.0003
1493735067517,SA0297,-0.0035,-0.0014,0.0128
1493735067561,SA0297,-0.0016,-0.0031,0.0181
1493735067607,SA0297,-0.0005,-0.0043,0.0086
1493735067657,SA0297,0.0031,-0.0016,-0.0088
1493735067702,SA0297,0.0025,0.0001,-0.0095
1493735067749,SA0297,0.0019,-0.0058,-0.0131
1493735067792,SA0297,-0.0021,-0.0008,-0.0184
1493735067837,SA0297,0.0032,-0.0018,-0.0127
1493735067881,SA0297,-0.0041,-0.0012,0.0056
1493735067927,SA0297,0.0001,-0.0032,0.0105
1493735067972,SA0297,-0.0004,-0.0033,0.004
1493735068017,SA0297,-0.0043,0.0038,0.001
1493735068062,SA0297,0.0035,-0.0034,0.0029
1493735068107,SA0297,0.0061,-0.0087,-0.0064
1493735068152,SA0297,-0.0019,-0.0029,-0.0049
1493735068197,SA0297,0.002,-0.0064,-0.0058
1493735068241,SA0297,-0.0175,-0.0115,0.0661
1493735068287,SA0297,0.0113,-0.0121,0.01
1493735068332,SA0297,0.004,0.0147,0.0054
1493735068377,SA0297,-0.0046,0.0156,-0.0304
1493735068422,SA0297,-0.0022,-0.005,-0.0306
1493735068467,SA0297,-0.0039,0.0075,-0.0182
1493735068512,SA0297,-0.0068,0.008,-0.0178
1493735068557,SA0297,-0.0034,0.0085,0.0176
1493735068601,SA0297,0.0104,-0.0022,0.0107
1493735068652,SA0297,-0.0142,0.0016,0.0099
1493735068697,SA0297,0.0063,0.0022,-0.0268
1493735068743,SA0297,-0.0006,0.004,-0.0101
1493735068787,SA0297,0.0011,-0.0037,-0.015
1493735068832,SA0297,0.0001,-0.0045,-0.0004
1493735068879,SA0297,0.0059,-0.0103,0.0103
1493735068926,SA0297,-0.0046,-0.0015,0.0097
1493735068967,SA0297,0.0004,-0.0032,0.0058
1493735069012,SA0297,0.0014,-0.0026,0.0034
1493735069057,SA0297,0.0002,-0.0005,-0.0077
1493735069102,SA0297,0.0054,-0.0023,-0.0089
1493735069147,SA0297,0.0009,-0.0058,-0.003
1493735069192,SA0297,0.0011,-0.0085,-0.0058
1493735069237,SA0297,0.0039,0.0012,0.002
1493735069281,SA0297,-0.0016,-0.0017,0.0047
1493735069328,SA0297,-0.0062,-0.0033,0.0088
1493735069379,SA0297,0.004,0.0011,-0.0036
1493735069417,SA0297,0.0002,-0.0049,-0.0038
1493735069462,SA0297,-0.0018,0.0004,0.0005
1493735069508,SA0297,-0.0016,0.0016,-0.0021
1493735069552,SA0297,-0.0041,-0.0034,0.0017
1493735069597,SA0297,0.0013,-0.0031,0.0067
1493735069647,SA0297,-0.0003,-0.0036,0.0066
1493735069693,SA0297,-0.0031,0.002,0.0025
1493735069737,SA0297,0.0076,-0.0012,-0.0175
1493735069782,SA0297,-0.0094,0.0026,-0.0234
1493735069828,SA0297,0.0064,-0.0043,0.0009
1493735069873,SA0297,0.0014,0.0004,0.0098
1493735069917,SA0297,0.0003,-0.0055,0.0052
1493735069963,SA0297,-0.0002,-0.0002,-0.0013
1493735070008,SA0297,0.0011,-0.001,-0.0219
1493735070052,SA0297,-0.0009,-0.0095,-0.0058
1493735070097,SA0297,-0.0045,0.0036,0.0102
1493735070143,SA0297,-0.0001,-0.0017,0.0156
1493735070187,SA0297,0.0008,-0.0048,0.0187
1493735070233,SA0297,0.002,0.0003,0.0054
1493735070277,SA0297,0.0037,-0.0049,-0.0203
1493735070324,SA0297,0.001,0.0016,-0.0087
1493735070368,SA0297,-0.0059,0.0004,0.0076
1493735070413,SA0297,-0.005,-0.0048,0.0302
1493735070457,SA0297,0.0017,-0.0048,-0.0046
1493735070504,SA0297,-0.0048,0.004,-0.0164
1493735070548,SA0297,0.0051,0.0023,-0.0225
1493735070592,SA0297,0.0034,0.0047,-0.0075
1493735070643,SA0297,-0.0005,-0.005,0.0031
1493735070688,SA0297,0.0075,-0.0104,0.0211
1493735070733,SA0297,-0.0034,-0.0013,0.0156
1493735070777,SA0297,0.0076,-0.0084,0.0022
1493735070824,SA0297,0.0039,-0.0033,-0.0064
1493735070868,SA0297,0.0004,0.0031,-0.0175
1493735070913,SA0297,-0.0036,-0.0063,-0.012
1493735070958,SA0297,0.0021,-0.0006,-0.0027
1493735071003,SA0297,-0.0016,-0.0003,0.0038
1493735071048,SA0297,-0.001,-0.0002,0.014
1493735071093,SA0297,-0.003,-0.0024,0.0054
1493735071137,SA0297,-0.0022,0.0009,0.0033
1493735071183,SA0297,0.0032,-0.0032,0.0016
1493735071228,SA0297,0.0012,-0.0028,-0.0079
1493735071279,SA0297,0.0018,-0.003,-0.0029
1493735071318,SA0297,-0.0027,0.0015,0.0005
1493735071364,SA0297,0.0005,-0.0026,0.0042
1493735071408,SA0297,0.0007,-0.002,0.0026
1493735071453,SA0297,-0.0007,-0.0023,-0.0059
1493735071497,SA0297,0.0006,-0.0025,-0.0047
1493735071543,SA0297,-0.0071,0.0068,-0.0233
1493735071588,SA0297,0.0014,-0.0004,0.021
1493735071633,SA0297,-0.0035,-0.0066,0.0238
1493735071683,SA0297,0.0033,-0.0018,0.0086
1493735071728,SA0297,0.0128,-0.0098,0.0015
1493735071773,SA0297,0.0092,-0.0176,-0.0219
1493735071817,SA0297,0.0193,0.006999999999999999,-0.0049
1493735071863,SA0297,-0.0223,-0.0048,0.0303
1493735071909,SA0297,-0.0159,0.0096,0.0372
1493735071953,SA0297,-0.0144,0.0078,0.009000000000000001
1493735071998,SA0297,-0.0003,-0.0043,-0.0115
1493735072043,SA0297,0.0008,0.0004,-0.0125
1493735072088,SA0297,0.005,0.0001,-0.009000000000000001
1493735072133,SA0297,-0.0,-0.005,0.005
1493735072177,SA0297,0.0031,-0.0084,0.0091
1493735072225,SA0297,-0.0025,-0.0035,0.0084
1493735072268,SA0297,-0.0005,-0.003,-0.0009
1493735072313,SA0297,0.0032,-0.0041,-0.0092
1493735072358,SA0297,0.0018,-0.0057,-0.008
1493735072403,SA0297,0.0018,-0.0038,-0.0012
1493735072448,SA0297,-0.0016,-0.0017,0.0035
1493735072493,SA0297,0.0012,-0.005,-0.0006
1493735072537,SA0297,0.0011,-0.0011,0.0016
1493735072583,SA0297,-0.0008,-0.0014,0.0052
1493735072629,SA0297,0.0061,-0.0052,-0.0017
1493735072679,SA0297,-0.0021,-0.0033,-0.0031
1493735072725,SA0297,0.0061,-0.0066,0.0068
1493735072769,SA0297,0.0013,0.0111,0.0266
1493735072814,SA0297,0.0014,-0.006999999999999999,-0.0061
1493735072859,SA0297,0.0036,0.0032,-0.014
1493735072903,SA0297,0.0018,-0.0082,0.0107
1493735072949,SA0297,-0.0063,-0.0031,0.0113
1493735072995,SA0297,0.0003,-0.0014,0.0029
1493735073038,SA0297,0.0003,-0.0014,-0.0124
1493735073083,SA0297,0.0003,-0.0,-0.0097
1493735073128,SA0297,-0.0028,-0.0045,-0.0004
1493735073173,SA0297,-0.0108,0.004,0.0113
1493735073219,SA0297,0.0069,0.0017,-0.0138
1493735073264,SA0297,-0.0011,0.0105,0.0165
1493735073308,SA0297,-0.0089,0.009000000000000001,0.0317
1493735073353,SA0297,-0.0263,0.0123,0.0031
1493735073398,SA0297,-0.0089,0.0174,-0.006
1493735073444,SA0297,0.0188,-0.0249,-0.0293
1493735073489,SA0297,0.02,-0.0079,-0.0098
1493735073534,SA0297,0.0061,-0.0065,-0.0121
1493735073579,SA0297,0.0106,-0.0107,-0.006
1493735073624,SA0297,-0.0063,-0.0154,-0.0041
1493735073673,SA0297,0.0036,-0.0341,-0.0076
1493735073719,SA0297,0.0273,-0.0132,-0.0141
1493735073764,SA0297,0.0334,-0.0529,0.0406
1493735073809,SA0297,0.0367,-0.0508,0.0282
1493735073854,SA0297,0.0244,-0.0068,0.0089
1493735073899,SA0297,0.0161,-0.0195,-0.0152
1493735073944,SA0297,-0.0839,-0.0011,0.0682
1493735073989,SA0297,0.049,-0.0178,-0.046
1493735074033,SA0297,-0.0613,0.0313,-0.0245
1493735074078,SA0297,0.0065,0.0389,-0.048
1493735074123,SA0297,-0.0034,0.0056,-0.0241
1493735074169,SA0297,0.0044,-0.0166,0.004
1493735074214,SA0297,-0.0073,-0.004,0.0316
1493735074259,SA0297,-0.0255,-0.0093,0.0773
1493735074304,SA0297,-0.0,0.0306,-0.044
1493735074349,SA0297,-0.0303,-0.0107,0.0396
1493735074393,SA0297,0.0362,-0.0001,-0.0129
1493735074439,SA0297,-0.019,-0.0163,-0.0184
1493735074484,SA0297,0.0014,0.0042,0.0095
1493735074529,SA0297,0.0133,-0.0003,0.0041
1493735074574,SA0297,-0.009000000000000001,-0.0172,-0.0018
1493735074619,SA0297,0.0244,-0.0268,0.0342
1493735074669,SA0297,-0.016,0.0049,-0.0013
1493735074713,SA0297,0.0066,0.0091,-0.0005
1493735074759,SA0297,0.0116,0.0151,0.0126
1493735074804,SA0297,0.0073,0.008,-0.0481
1493735074849,SA0297,-0.0023,-0.006999999999999999,-0.0015
1493735074894,SA0297,-0.0016,-0.01,-0.0279
1493735074942,SA0297,-0.0022,0.0011,0.0159
1493735074984,SA0297,0.0012,0.0099,0.0172
1493735075035,SA0297,-0.0223,0.001,0.0971
